Date,Time,PM10 (μg/m³),PM2.5 (μg/m³),CO (μg/m³),NO2 (μg/m³),SO2 (μg/m³),Temp (°C),Humidity (%),Wind_Speed (km/h),Soil_Moisture (m³/m³),AQI
2022-08-16,08:00:00,19.2,13.0,173.0,1.2,2.7,25.0,73.0,2.5,0.422,43
2022-08-16,09:00:00,20.1,13.6,181.0,1.8,3.1,25.2,75.0,2.6,0.42,44
2022-08-16,10:00:00,20.2,13.8,182.0,2.1,3.4,25.0,76.0,4.4,0.418,45
2022-08-16,11:00:00,20.5,14.0,183.0,2.6,3.7,24.8,78.0,4.9,0.416,47
2022-08-16,12:00:00,22.4,15.3,211.0,5.0,4.8,23.0,86.0,3.7,0.414,48
2022-08-16,13:00:00,27.7,19.1,288.0,11.8,5.2,22.1,93.0,1.9,0.413,49
2022-08-16,14:00:00,32.4,22.4,399.0,21.5,5.7,21.5,97.0,2.6,0.412,50
2022-08-16,15:00:00,36.0,24.9,555.0,34.1,6.3,20.6,98.0,1.8,0.412,51
2022-08-16,16:00:00,41.8,29.0,675.0,42.3,6.9,20.3,98.0,1.6,0.411,52
2022-08-16,17:00:00,48.0,33.5,800.0,50.1,7.5,20.9,98.0,1.3,0.41,54
2022-08-16,18:00:00,53.1,37.1,920.0,56.3,7.8,19.9,99.0,1.5,0.41,56
2022-08-16,19:00:00,54.7,38.3,946.0,55.7,7.2,20.3,98.0,2.3,0.41,58
2022-08-16,20:00:00,56.9,39.8,935.0,51.9,6.2,19.6,98.0,0.4,0.41,60
2022-08-16,21:00:00,59.6,41.7,911.0,45.7,5.1,19.9,97.0,1.1,0.41,63
2022-08-16,22:00:00,59.5,41.7,916.0,41.5,4.6,20.0,97.0,0.7,0.41,66
2022-08-16,23:00:00,57.5,40.3,921.0,36.9,4.3,19.9,97.0,0.7,0.41,69
2022-08-17,00:00:00,50.3,35.2,623.0,19.5,4.2,20.1,98.0,0.7,0.406,71
2022-08-17,01:00:00,49.7,34.7,546.0,16.2,4.7,20.6,98.0,1.8,0.406,73
2022-08-17,02:00:00,38.1,26.4,436.0,11.4,5.3,21.9,90.0,1.8,0.406,75
2022-08-17,03:00:00,31.2,21.7,313.0,6.1,5.7,23.1,84.0,4.0,0.406,77
2022-08-17,04:00:00,25.0,17.3,267.0,4.0,5.2,24.3,78.0,5.0,0.405,78
2022-08-17,05:00:00,23.3,16.2,241.0,2.7,4.2,25.2,74.0,6.4,0.403,78
2022-08-17,06:00:00,22.6,15.7,220.0,1.8,3.0,25.6,73.0,6.5,0.401,79
2022-08-17,07:00:00,22.9,15.9,209.0,1.5,2.7,26.1,72.0,7.5,0.401,79
2022-08-17,08:00:00,23.9,16.6,205.0,1.6,2.5,25.9,73.0,6.4,0.401,79
2022-08-17,09:00:00,21.8,15.1,205.0,2.3,2.4,26.4,69.0,5.4,0.401,80
2022-08-17,10:00:00,21.3,14.8,194.0,2.1,2.2,25.2,73.0,6.9,0.401,80
2022-08-17,11:00:00,18.9,13.1,182.0,2.0,2.0,24.5,78.0,4.8,0.4,80
2022-08-17,12:00:00,22.0,15.3,224.0,6.2,2.3,22.5,90.0,3.7,0.399,80
2022-08-17,13:00:00,25.0,17.5,288.0,11.7,2.5,21.7,96.0,1.9,0.399,80
2022-08-17,14:00:00,27.7,19.4,381.0,19.6,2.8,21.3,97.0,1.6,0.399,80
2022-08-17,15:00:00,29.0,20.3,494.0,28.8,3.2,20.9,97.0,2.3,0.399,80
2022-08-17,16:00:00,30.9,21.6,558.0,33.2,3.5,20.5,98.0,1.8,0.398,79
2022-08-17,17:00:00,34.3,24.0,614.0,36.4,3.8,20.0,98.0,2.2,0.398,78
2022-08-17,18:00:00,36.7,25.7,659.0,37.9,4.2,20.0,97.0,2.2,0.398,78
2022-08-17,19:00:00,37.3,26.0,657.0,35.7,4.2,19.6,98.0,1.5,0.398,77
2022-08-17,20:00:00,38.8,27.1,633.0,31.2,4.1,19.4,99.0,2.9,0.397,76
2022-08-17,21:00:00,41.6,29.1,607.0,26.0,4.0,19.3,99.0,4.0,0.397,74
2022-08-17,22:00:00,44.2,31.1,618.0,24.8,4.2,19.1,99.0,4.0,0.397,73
2022-08-17,23:00:00,44.6,31.2,640.0,24.4,4.4,19.1,100.0,4.4,0.397,72
2022-08-18,00:00:00,49.6,34.7,756.0,29.0,5.6,18.8,99.0,4.8,0.401,72
2022-08-18,01:00:00,47.7,33.4,633.0,22.6,5.1,20.8,97.0,4.7,0.401,71
2022-08-18,02:00:00,26.7,18.7,457.0,13.6,4.4,23.5,84.0,2.3,0.4,71
2022-08-18,03:00:00,17.9,12.5,270.0,4.1,3.5,25.4,75.0,1.3,0.399,71
2022-08-18,04:00:00,15.6,10.9,219.0,1.6,3.0,26.9,71.0,2.6,0.396,70
2022-08-18,05:00:00,16.0,11.2,210.0,1.4,2.4,27.4,70.0,5.7,0.395,69
2022-08-18,06:00:00,18.0,12.6,210.0,1.6,1.9,27.3,67.0,4.4,0.399,69
2022-08-18,07:00:00,19.1,13.3,203.0,1.4,1.6,26.9,68.0,5.4,0.406,69
2022-08-18,08:00:00,19.7,13.7,201.0,1.4,1.6,27.4,69.0,5.6,0.407,68
2022-08-18,09:00:00,20.4,14.2,205.0,2.1,1.5,25.8,74.0,5.2,0.407,68
2022-08-18,10:00:00,20.3,14.2,209.0,3.2,1.5,25.5,73.0,2.9,0.406,68
2022-08-18,11:00:00,21.1,14.7,215.0,4.9,1.5,23.6,87.0,4.9,0.43,68
2022-08-18,12:00:00,17.8,12.4,221.0,5.8,1.8,23.6,86.0,4.7,0.427,68
2022-08-18,13:00:00,21.4,15.0,265.0,9.4,1.9,22.8,91.0,2.4,0.422,68
2022-08-18,14:00:00,22.2,15.5,328.0,14.6,2.1,21.8,96.0,4.0,0.42,68
2022-08-18,15:00:00,24.6,17.2,395.0,19.9,2.3,21.2,97.0,2.4,0.418,67
2022-08-18,16:00:00,25.4,17.8,414.0,20.6,2.5,21.3,98.0,2.6,0.417,67
2022-08-18,17:00:00,27.4,19.2,417.0,20.0,2.5,21.2,98.0,3.4,0.416,67
2022-08-18,18:00:00,26.6,18.6,414.0,18.1,2.7,21.3,97.0,4.2,0.415,66
2022-08-18,19:00:00,26.3,18.4,406.0,16.4,2.9,21.3,96.0,3.8,0.415,66
2022-08-18,20:00:00,26.6,18.6,393.0,14.0,3.2,21.1,97.0,2.9,0.414,65
2022-08-18,21:00:00,27.8,19.4,385.0,11.6,3.5,20.9,97.0,2.5,0.418,64
2022-08-18,22:00:00,29.8,20.8,401.0,11.5,3.7,20.9,97.0,4.4,0.416,63
2022-08-18,23:00:00,31.3,21.9,428.0,12.1,3.8,20.9,95.0,5.2,0.415,62
2022-08-19,00:00:00,20.1,14.1,317.0,6.9,1.6,21.5,92.0,3.4,0.41,62
2022-08-19,01:00:00,18.0,12.6,317.0,7.0,1.8,21.9,91.0,6.5,0.41,60
2022-08-19,02:00:00,17.9,12.5,316.0,7.2,2.0,23.7,84.0,6.1,0.41,58
2022-08-19,03:00:00,17.9,12.5,307.0,6.8,2.0,24.1,83.0,3.3,0.409,57
2022-08-19,04:00:00,19.4,13.6,288.0,5.7,1.8,24.5,81.0,1.6,0.408,57
2022-08-19,05:00:00,19.7,13.7,262.0,4.1,1.2,26.3,75.0,2.7,0.407,58
2022-08-19,06:00:00,25.2,17.6,238.0,2.5,0.9,26.0,72.0,4.1,0.426,58
2022-08-19,07:00:00,27.6,19.3,238.0,2.1,1.0,25.0,77.0,4.9,0.421,58
2022-08-19,08:00:00,31.9,22.2,247.0,2.0,1.4,23.5,81.0,0.8,0.425,59
2022-08-19,09:00:00,28.2,19.7,260.0,2.8,1.7,23.5,84.0,2.6,0.426,60
2022-08-19,10:00:00,23.8,16.5,250.0,2.8,1.6,23.0,84.0,3.4,0.428,60
2022-08-19,11:00:00,21.8,15.2,235.0,3.0,1.5,23.3,82.0,2.4,0.425,60
2022-08-19,12:00:00,17.9,12.4,265.0,7.2,1.5,22.5,87.0,2.3,0.421,60
2022-08-19,13:00:00,22.4,15.6,355.0,15.2,1.9,21.4,95.0,1.4,0.419,60
2022-08-19,14:00:00,26.8,18.7,484.0,26.6,2.4,21.0,98.0,3.5,0.418,60
2022-08-19,15:00:00,28.8,20.1,639.0,39.4,3.2,21.0,96.0,3.2,0.416,61
2022-08-19,16:00:00,30.4,21.2,719.0,44.7,3.6,20.7,97.0,2.9,0.416,61
2022-08-19,17:00:00,30.4,21.2,785.0,47.9,4.1,20.8,96.0,2.7,0.415,61
2022-08-19,18:00:00,31.0,21.7,837.0,49.2,4.7,20.4,95.0,3.1,0.415,61
2022-08-19,19:00:00,31.8,22.2,841.0,47.5,5.1,20.3,95.0,3.4,0.414,62
2022-08-19,20:00:00,31.4,22.0,820.0,43.7,5.4,20.0,95.0,3.0,0.413,62
2022-08-19,21:00:00,31.5,22.0,778.0,37.8,5.8,19.7,95.0,2.9,0.412,62
2022-08-19,22:00:00,29.4,20.5,747.0,33.5,6.0,19.5,95.0,2.5,0.412,63
2022-08-19,23:00:00,28.8,20.1,710.0,28.8,6.1,19.1,96.0,1.5,0.411,63
2022-08-20,00:00:00,27.1,19.0,553.0,18.6,4.8,19.4,95.0,3.4,0.409,62
2022-08-20,01:00:00,33.2,23.2,487.0,15.1,4.8,20.7,95.0,4.1,0.409,63
2022-08-20,02:00:00,19.7,13.7,393.0,10.0,4.6,23.0,83.0,3.1,0.408,64
2022-08-20,03:00:00,17.1,11.9,290.0,4.5,4.3,24.7,73.0,1.5,0.407,64
2022-08-20,04:00:00,17.4,12.0,255.0,2.7,3.8,25.2,70.0,5.1,0.407,64
2022-08-20,05:00:00,17.2,12.0,239.0,2.0,3.2,25.1,75.0,4.3,0.405,64
2022-08-20,06:00:00,18.0,12.5,226.0,1.9,2.5,26.3,69.0,5.0,0.402,63
2022-08-20,07:00:00,16.9,11.8,216.0,2.0,2.0,27.9,60.0,5.4,0.405,63
2022-08-20,08:00:00,16.0,11.1,210.0,2.5,1.6,26.9,65.0,4.4,0.405,62
2022-08-20,09:00:00,16.5,11.5,210.0,3.7,1.2,25.5,72.0,2.1,0.403,61
2022-08-20,10:00:00,15.5,10.8,217.0,5.2,1.2,24.8,73.0,0.8,0.402,61
2022-08-20,11:00:00,14.3,10.0,228.0,7.2,1.3,22.8,83.0,4.4,0.43,60
2022-08-20,12:00:00,17.4,12.1,252.0,9.2,1.4,24.1,73.0,0.7,0.411,60
2022-08-20,13:00:00,20.3,14.1,373.0,19.9,2.0,22.9,86.0,1.5,0.41,60
2022-08-20,14:00:00,27.4,19.2,545.0,35.0,2.7,21.8,88.0,2.4,0.41,60
2022-08-20,15:00:00,30.4,21.2,710.0,48.9,3.5,21.4,89.0,5.8,0.409,60
2022-08-20,16:00:00,33.2,23.2,728.0,49.0,3.5,20.8,90.0,5.1,0.408,60
2022-08-20,17:00:00,33.6,23.5,692.0,43.8,3.4,20.2,92.0,4.7,0.407,60
2022-08-20,18:00:00,27.5,19.2,609.0,34.5,3.2,19.9,94.0,5.4,0.407,60
2022-08-20,19:00:00,20.3,14.1,518.0,26.7,3.0,19.8,93.0,5.1,0.406,60
2022-08-20,20:00:00,18.0,12.6,402.0,17.4,3.0,19.8,93.0,4.8,0.406,59
2022-08-20,21:00:00,16.8,11.7,290.0,8.3,2.8,19.4,94.0,4.0,0.405,58
2022-08-20,22:00:00,16.4,11.4,279.0,6.8,2.7,19.3,93.0,2.9,0.405,57
2022-08-20,23:00:00,18.3,12.8,304.0,7.9,2.6,19.3,93.0,2.5,0.404,57
2022-08-21,00:00:00,12.4,8.7,251.0,6.7,1.9,19.7,95.0,2.6,0.409,56
2022-08-21,01:00:00,12.8,9.0,240.0,6.2,1.9,21.2,92.0,3.7,0.408,55
2022-08-21,02:00:00,9.4,6.5,224.0,5.3,2.0,22.7,83.0,1.0,0.407,54
2022-08-21,03:00:00,9.2,6.3,202.0,4.2,1.9,23.9,80.0,1.8,0.406,53
2022-08-21,04:00:00,10.5,7.1,187.0,3.2,1.8,25.1,74.0,3.2,0.404,53
2022-08-21,05:00:00,11.5,7.8,171.0,2.2,1.5,25.4,72.0,4.9,0.403,52
2022-08-21,06:00:00,12.2,8.3,157.0,1.3,1.2,26.4,72.0,6.1,0.401,52
2022-08-21,07:00:00,11.9,8.0,153.0,1.1,1.0,27.1,68.0,5.0,0.398,51
2022-08-21,08:00:00,14.1,9.5,153.0,1.4,0.9,27.8,62.0,3.2,0.395,51
2022-08-21,09:00:00,15.1,10.2,159.0,2.2,0.9,25.8,69.0,2.6,0.395,51
2022-08-21,10:00:00,13.8,9.4,160.0,2.8,0.9,24.9,73.0,1.0,0.396,51
2022-08-21,11:00:00,12.5,8.5,162.0,3.7,1.0,24.5,75.0,3.3,0.399,51
2022-08-21,12:00:00,15.0,10.2,197.0,6.3,1.6,22.3,86.0,2.6,0.401,51
2022-08-21,13:00:00,18.6,12.8,295.0,15.1,2.2,21.7,92.0,1.1,0.402,50
2022-08-21,14:00:00,23.3,16.2,434.0,27.4,2.9,20.8,95.0,2.9,0.402,50
2022-08-21,15:00:00,25.1,17.5,579.0,39.8,3.8,20.6,95.0,3.4,0.401,50
2022-08-21,16:00:00,24.1,16.8,616.0,41.9,4.1,20.7,95.0,3.8,0.401,49
2022-08-21,17:00:00,23.9,16.6,619.0,40.5,4.4,20.2,96.0,4.5,0.4,48
2022-08-21,18:00:00,24.0,16.7,600.0,36.8,4.6,19.9,96.0,4.6,0.4,47
2022-08-21,19:00:00,24.2,16.8,574.0,33.1,4.7,19.7,97.0,5.6,0.399,47
2022-08-21,20:00:00,23.8,16.6,534.0,28.2,4.7,19.5,97.0,5.6,0.399,47
2022-08-21,21:00:00,22.7,15.8,481.0,22.2,4.6,19.2,97.0,5.9,0.399,48
2022-08-21,22:00:00,21.2,14.7,452.0,19.2,4.6,18.8,99.0,5.2,0.398,49
2022-08-21,23:00:00,20.4,14.2,425.0,16.8,4.6,18.6,99.0,5.6,0.398,49
2022-08-22,00:00:00,29.2,20.3,561.0,23.1,6.2,19.1,98.0,5.5,0.397,49
2022-08-22,01:00:00,35.7,24.9,476.0,18.2,5.4,20.4,95.0,3.6,0.397,51
2022-08-22,02:00:00,19.3,13.2,355.0,11.2,4.5,22.2,92.0,1.3,0.396,52
2022-08-22,03:00:00,16.2,11.0,227.0,3.8,3.3,23.8,81.0,3.4,0.395,53
2022-08-22,04:00:00,18.2,12.4,194.0,1.9,2.7,25.9,69.0,5.4,0.393,53
2022-08-22,05:00:00,18.5,12.6,191.0,1.5,2.2,27.5,62.0,4.3,0.391,54
2022-08-22,06:00:00,19.6,13.3,195.0,1.5,1.9,28.0,60.0,2.6,0.388,54
2022-08-22,07:00:00,20.3,13.8,190.0,1.2,1.7,27.2,63.0,2.0,0.386,54
2022-08-22,08:00:00,20.7,14.1,188.0,1.1,1.6,26.0,69.0,2.7,0.398,55
2022-08-22,09:00:00,20.6,14.0,190.0,1.6,1.7,26.7,67.0,1.8,0.397,55
2022-08-22,10:00:00,20.3,13.7,185.0,1.8,1.7,24.9,74.0,4.2,0.397,56
2022-08-22,11:00:00,20.0,13.5,181.0,2.2,1.7,24.8,75.0,1.8,0.397,56
2022-08-22,12:00:00,22.5,15.4,211.0,5.8,2.0,23.5,81.0,3.6,0.399,57
2022-08-22,13:00:00,26.6,18.3,306.0,14.1,2.5,22.9,84.0,1.4,0.399,57
2022-08-22,14:00:00,30.0,20.7,441.0,25.9,3.0,21.8,91.0,2.6,0.398,57
2022-08-22,15:00:00,33.2,22.9,611.0,39.6,3.8,21.4,92.0,3.8,0.397,58
2022-08-22,16:00:00,36.8,25.6,717.0,46.4,4.3,21.0,93.0,3.8,0.396,58
2022-08-22,17:00:00,38.6,26.9,815.0,51.6,4.9,20.6,94.0,4.0,0.395,59
2022-08-22,18:00:00,37.6,26.1,885.0,54.0,5.6,20.2,95.0,2.9,0.395,60
2022-08-22,19:00:00,34.9,24.2,858.0,50.4,5.7,20.1,94.0,1.8,0.394,61
2022-08-22,20:00:00,33.3,23.2,783.0,43.3,5.5,19.9,94.0,2.2,0.393,62
2022-08-22,21:00:00,32.8,22.8,693.0,34.8,5.4,19.8,93.0,2.5,0.393,62
2022-08-22,22:00:00,32.5,22.6,674.0,31.6,5.6,19.5,93.0,2.9,0.392,63
2022-08-22,23:00:00,32.2,22.4,671.0,29.7,5.8,19.2,94.0,2.5,0.392,63
2022-08-23,00:00:00,39.9,27.8,821.0,36.3,6.7,19.0,94.0,2.5,0.387,64
2022-08-23,01:00:00,43.9,30.6,684.0,28.3,6.6,20.7,91.0,3.2,0.386,65
2022-08-23,02:00:00,30.2,20.8,490.0,16.9,6.4,23.0,81.0,2.6,0.386,65
2022-08-23,03:00:00,24.0,16.5,283.0,4.8,5.9,24.1,79.0,2.9,0.384,66
2022-08-23,04:00:00,22.8,15.6,229.0,1.5,5.2,25.7,73.0,2.7,0.382,67
2022-08-23,05:00:00,22.7,15.6,221.0,1.1,4.3,26.7,72.0,4.1,0.38,67
2022-08-23,06:00:00,23.1,15.9,222.0,1.5,3.2,27.1,71.0,2.7,0.378,67
2022-08-23,07:00:00,22.7,15.5,206.0,0.9,2.6,27.2,69.0,5.5,0.38,67
2022-08-23,08:00:00,20.8,14.2,191.0,0.8,2.0,24.3,83.0,4.9,0.426,67
2022-08-23,09:00:00,19.8,13.5,189.0,1.8,1.5,23.4,86.0,5.6,0.428,67
2022-08-23,10:00:00,25.6,17.6,198.0,3.3,1.5,23.2,86.0,2.5,0.423,67
2022-08-23,11:00:00,27.0,18.6,217.0,5.6,1.6,23.5,85.0,1.8,0.419,68
2022-08-23,12:00:00,25.7,17.7,270.0,9.9,2.2,23.1,81.0,2.5,0.419,68
2022-08-23,13:00:00,30.3,21.0,367.0,18.0,2.7,22.2,88.0,1.8,0.418,68
2022-08-23,14:00:00,34.6,24.0,505.0,29.5,3.3,21.6,93.0,2.3,0.418,69
2022-08-23,15:00:00,36.3,25.3,670.0,41.9,4.1,21.9,92.0,2.6,0.421,69
2022-08-23,16:00:00,37.8,26.4,759.0,46.3,4.4,21.6,92.0,2.3,0.418,69
2022-08-23,17:00:00,39.8,27.8,832.0,48.5,4.8,21.5,93.0,2.9,0.416,69
2022-08-23,18:00:00,41.0,28.6,868.0,47.0,4.8,21.2,94.0,2.5,0.415,69
2022-08-23,19:00:00,41.6,29.0,816.0,40.9,4.2,20.7,95.0,2.5,0.414,70
2022-08-23,20:00:00,40.6,28.4,717.0,31.6,3.2,20.7,95.0,2.9,0.413,70
2022-08-23,21:00:00,38.9,27.1,602.0,21.4,2.4,20.4,96.0,3.6,0.412,70
2022-08-23,22:00:00,30.0,21.0,567.0,18.2,2.5,20.3,96.0,4.0,0.411,71
2022-08-23,23:00:00,24.6,17.2,551.0,17.0,3.0,19.9,96.0,2.9,0.41,71
2022-08-24,00:00:00,38.9,27.2,740.0,28.6,6.6,20.0,95.0,1.8,0.417,70
2022-08-24,01:00:00,44.5,31.1,656.0,23.2,6.3,21.2,89.0,0.5,0.415,70
2022-08-24,02:00:00,37.1,25.9,537.0,15.5,6.0,22.7,83.0,1.6,0.414,70
2022-08-24,03:00:00,32.6,22.6,398.0,7.0,5.3,24.4,77.0,1.5,0.413,71
2022-08-24,04:00:00,27.8,19.2,335.0,4.0,4.6,25.8,72.0,2.5,0.411,71
2022-08-24,05:00:00,25.7,17.8,290.0,2.5,3.5,27.3,67.0,2.3,0.408,71
2022-08-24,06:00:00,25.8,17.9,253.0,1.7,2.5,26.3,72.0,2.3,0.43,72
2022-08-24,07:00:00,25.9,18.0,245.0,1.8,2.0,25.1,75.0,2.6,0.424,72
2022-08-24,08:00:00,27.5,19.1,253.0,2.5,1.6,26.0,75.0,3.4,0.42,72
2022-08-24,09:00:00,30.2,21.0,269.0,4.0,1.5,25.2,75.0,3.1,0.424,73
2022-08-24,10:00:00,29.7,20.7,263.0,3.6,1.6,23.8,81.0,0.0,0.423,73
2022-08-24,11:00:00,29.7,20.7,255.0,3.0,2.0,24.3,80.0,2.4,0.42,73
2022-08-24,12:00:00,26.1,18.2,290.0,6.8,2.7,23.1,84.0,1.1,0.41,74
2022-08-24,13:00:00,33.1,23.1,447.0,20.7,3.4,22.1,91.0,2.8,0.41,74
2022-08-24,14:00:00,43.0,30.0,670.0,40.5,4.3,21.5,93.0,2.3,0.41,74
2022-08-24,15:00:00,51.9,36.3,929.0,61.8,5.6,21.3,92.0,1.8,0.41,74
2022-08-24,16:00:00,57.5,40.3,1060.0,69.8,6.3,20.8,94.0,1.4,0.409,75
2022-08-24,17:00:00,60.3,42.1,1161.0,73.7,6.9,20.5,94.0,1.8,0.409,77
2022-08-24,18:00:00,56.0,39.1,1186.0,70.9,7.2,20.2,94.0,1.4,0.408,78
2022-08-24,19:00:00,49.8,34.8,1059.0,59.1,6.6,20.1,93.0,1.8,0.408,79
2022-08-24,20:00:00,42.3,29.5,846.0,41.2,5.4,20.0,94.0,2.2,0.408,79
2022-08-24,21:00:00,40.6,28.4,618.0,22.0,4.2,19.5,96.0,1.1,0.407,79
2022-08-24,22:00:00,39.3,27.5,575.0,17.4,4.2,19.1,97.0,1.1,0.407,80
2022-08-24,23:00:00,40.3,28.2,587.0,17.1,4.4,19.1,97.0,1.1,0.406,80
2022-08-25,00:00:00,38.0,26.5,611.0,18.7,5.8,19.0,97.0,0.4,0.405,81
2022-08-25,01:00:00,36.3,25.4,535.0,15.3,5.2,20.2,96.0,1.8,0.405,81
2022-08-25,02:00:00,21.7,15.1,427.0,10.5,4.4,22.3,89.0,1.5,0.404,81
2022-08-25,03:00:00,19.4,13.6,307.0,5.2,3.3,23.4,84.0,5.7,0.403,80
2022-08-25,04:00:00,17.6,12.3,265.0,3.5,2.8,24.5,80.0,6.5,0.401,79
2022-08-25,05:00:00,16.6,11.6,245.0,2.7,2.2,25.6,76.0,5.8,0.399,78
2022-08-25,06:00:00,17.2,12.0,230.0,2.3,1.6,26.4,74.0,6.4,0.396,78
2022-08-25,07:00:00,17.4,12.2,223.0,2.3,1.5,26.8,73.0,7.4,0.393,77
2022-08-25,08:00:00,16.2,11.3,222.0,2.8,1.4,26.6,74.0,7.7,0.392,77
2022-08-25,09:00:00,17.4,12.2,228.0,4.1,1.4,26.7,74.0,7.7,0.39,76
2022-08-25,10:00:00,17.5,12.2,224.0,4.4,1.4,26.4,76.0,6.8,0.389,75
2022-08-25,11:00:00,16.1,11.3,221.0,4.9,1.5,25.7,79.0,5.8,0.388,74
2022-08-25,12:00:00,16.8,11.7,236.0,7.7,1.8,24.5,83.0,3.7,0.393,74
2022-08-25,13:00:00,19.3,13.4,329.0,15.5,2.2,23.4,90.0,0.8,0.393,73
2022-08-25,14:00:00,25.9,18.2,461.0,26.5,2.7,22.3,94.0,1.3,0.394,72
2022-08-25,15:00:00,29.3,20.5,580.0,36.1,3.2,22.3,94.0,2.2,0.394,71
2022-08-25,16:00:00,29.6,20.7,572.0,34.5,3.2,21.9,97.0,1.1,0.394,70
2022-08-25,17:00:00,25.6,17.9,516.0,28.5,3.2,21.9,95.0,0.0,0.396,68
2022-08-25,18:00:00,25.3,17.8,436.0,20.2,3.0,21.9,91.0,2.1,0.4,66
2022-08-25,19:00:00,24.1,16.9,391.0,15.5,2.8,21.7,94.0,2.6,0.406,64
2022-08-25,20:00:00,17.8,12.4,346.0,10.9,2.7,21.7,93.0,3.3,0.409,62
2022-08-25,21:00:00,14.1,9.9,303.0,6.3,2.5,21.6,90.0,2.9,0.408,61
2022-08-25,22:00:00,18.8,13.1,293.0,4.9,2.5,21.3,91.0,1.5,0.406,59
2022-08-25,23:00:00,20.5,14.3,297.0,4.8,2.5,20.9,94.0,2.5,0.405,58
2022-08-26,00:00:00,22.7,15.9,320.0,7.1,3.6,21.6,93.0,0.5,0.413,57
2022-08-26,01:00:00,20.2,14.1,317.0,6.8,3.5,21.7,93.0,1.0,0.413,56
2022-08-26,02:00:00,18.6,13.0,312.0,6.6,3.5,22.1,91.0,1.1,0.412,55
2022-08-26,03:00:00,20.3,14.1,307.0,5.9,3.5,22.5,88.0,0.5,0.412,54
2022-08-26,04:00:00,21.8,15.2,305.0,5.3,3.8,22.6,89.0,2.3,0.411,55
2022-08-26,05:00:00,23.6,16.5,303.0,4.7,4.1,23.4,82.0,3.6,0.413,55
2022-08-26,06:00:00,29.5,20.5,301.0,3.8,4.4,24.4,79.0,4.5,0.415,55
2022-08-26,07:00:00,30.6,21.4,299.0,3.2,4.5,24.0,83.0,5.4,0.423,56
2022-08-26,08:00:00,32.1,22.4,297.0,2.5,4.4,23.8,82.0,4.6,0.427,57
2022-08-26,09:00:00,32.5,22.6,298.0,2.3,4.3,24.4,80.0,4.6,0.424,58
2022-08-26,10:00:00,31.3,21.9,291.0,2.2,4.2,23.8,85.0,3.7,0.421,60
2022-08-26,11:00:00,31.4,21.9,282.0,2.4,4.2,24.1,83.0,3.6,0.419,68
2022-08-26,12:00:00,28.1,19.6,307.0,5.2,3.8,22.7,89.0,3.9,0.426,72
2022-08-26,13:00:00,34.7,24.3,391.0,12.2,4.2,22.3,91.0,1.1,0.423,75
2022-08-26,14:00:00,38.1,26.6,510.0,22.1,4.6,21.7,95.0,1.6,0.42,74
2022-08-26,15:00:00,42.8,29.9,638.0,32.0,5.1,21.4,95.0,2.3,0.419,68
2022-08-26,16:00:00,52.0,36.4,678.0,33.7,5.4,21.1,96.0,2.4,0.417,64
2022-08-26,17:00:00,57.6,40.4,691.0,32.5,5.7,20.7,97.0,2.5,0.416,65
2022-08-26,18:00:00,50.3,35.2,686.0,29.2,5.8,20.6,97.0,1.8,0.415,67
2022-08-26,19:00:00,51.5,36.1,661.0,25.4,5.5,20.7,98.0,2.2,0.414,69
2022-08-26,20:00:00,54.7,38.3,619.0,20.2,4.9,20.1,98.0,2.2,0.413,70
2022-08-26,21:00:00,55.5,38.9,583.0,15.1,4.4,20.5,97.0,1.8,0.413,73
2022-08-26,22:00:00,58.0,40.6,601.0,14.4,4.2,19.7,99.0,1.4,0.412,75
2022-08-26,23:00:00,61.7,43.1,639.0,15.2,4.2,19.7,99.0,1.4,0.411,78
2022-08-27,00:00:00,62.2,43.4,670.0,17.7,5.8,20.1,98.0,1.8,0.406,80
2022-08-27,01:00:00,59.8,41.9,603.0,14.5,5.3,21.3,97.0,1.1,0.406,83
2022-08-27,02:00:00,42.3,29.6,507.0,10.0,4.6,22.8,88.0,2.1,0.409,85
2022-08-27,03:00:00,37.0,25.8,401.0,5.0,3.7,23.8,82.0,3.9,0.414,87
2022-08-27,04:00:00,34.9,24.4,364.0,3.2,3.4,24.2,79.0,5.6,0.427,88
2022-08-27,05:00:00,33.5,23.5,347.0,2.3,3.3,23.9,81.0,6.1,0.428,88
2022-08-27,06:00:00,34.5,24.0,335.0,1.9,3.0,24.8,82.0,3.5,0.427,89
2022-08-27,07:00:00,37.6,26.3,328.0,1.6,2.7,24.7,81.0,5.1,0.43,89
2022-08-27,08:00:00,36.9,25.8,326.0,1.9,2.1,24.5,81.0,4.8,0.43,90
2022-08-27,09:00:00,35.6,24.9,331.0,2.7,1.6,24.0,79.0,4.0,0.428,90
2022-08-27,10:00:00,34.6,24.2,329.0,3.0,1.5,23.0,85.0,5.7,0.427,90
2022-08-27,11:00:00,34.2,24.0,329.0,3.5,1.5,22.7,90.0,2.2,0.424,91
2022-08-27,12:00:00,34.3,24.0,365.0,7.8,2.2,22.0,91.0,1.8,0.423,91
2022-08-27,13:00:00,35.2,24.6,455.0,14.9,2.5,21.6,94.0,2.3,0.422,91
2022-08-27,14:00:00,44.8,31.4,581.0,24.9,3.0,21.2,95.0,3.1,0.42,91
2022-08-27,15:00:00,46.1,32.2,692.0,33.1,3.5,21.1,95.0,3.0,0.419,92
